日期,產品,平均價(元/公斤)
114/11/18,O9 梨 其他進口 ,54.1
114/11/18,S49 葡萄 無子進口 ,120.6
114/11/18,S9 葡萄 進口 ,164.6
114/11/18,W9 洋香瓜 進口 ,300.0
114/11/18,X39 蘋果 惠進口 ,44.4
114/11/18,X49 蘋果 金冠進口 ,80.0
114/11/18,X59 蘋果 紅玉進口 ,233.3
114/11/18,X69 蘋果 富士進口 ,54.8
114/11/18,Z39 柿子 柿餅進口 ,511.1
114/11/18,Z9 柿子 進口 ,800.0
114/11/19,129 椰子 剝殼進口 ,27.5
114/11/19,469 藍莓 進口 ,159.6
114/11/19,839 櫻桃 進口 ,435.7
114/11/19,849 石榴 進口 ,123.0
114/11/19,C9 柑橘 進口 ,60.6
114/11/19,E9 甜橙 進口 ,28.4
114/11/19,F9 雜柑 進口 ,233.4
114/11/19,G49 奇異果 進口 ,78.1
114/11/19,O9 梨 其他進口 ,46.8
114/11/19,S49 葡萄 無子進口 ,121.8
114/11/19,S9 葡萄 進口 ,138.0
114/11/19,W9 洋香瓜 進口 ,266.6
114/11/19,X49 蘋果 金冠進口 ,130.8
114/11/19,X59 蘋果 紅玉進口 ,197.3
114/11/19,X69 蘋果 富士進口 ,60.8
114/11/19,Z39 柿子 柿餅進口 ,473.6
114/11/19,Z9 柿子 進口 ,283.3
114/11/20,129 椰子 剝殼進口 ,55.0
114/11/20,459 草莓 進口 ,177.8
114/11/20,469 藍莓 進口 ,176.1
114/11/20,839 櫻桃 進口 ,303.3
114/11/20,849 石榴 進口 ,143.8
114/11/20,919 其他 進口 ,213.3
114/11/20,C9 柑橘 進口 ,184.8
114/11/20,E9 甜橙 進口 ,42.0
114/11/20,G39 酪梨 進口 ,98.2
114/11/20,G49 奇異果 進口 ,67.6
114/11/20,O9 梨 其他進口 ,124.4
114/11/20,S49 葡萄 無子進口 ,116.7
114/11/20,S9 葡萄 進口 ,134.7
114/11/20,W9 洋香瓜 進口 ,150.0
114/11/20,X49 蘋果 金冠進口 ,117.2
114/11/20,X59 蘋果 紅玉進口 ,173.3
114/11/20,X69 蘋果 富士進口 ,77.2
114/11/20,Z39 柿子 柿餅進口 ,520.7
114/11/20,Z9 柿子 進口 ,386.1
114/11/21,129 椰子 剝殼進口 ,70.0
114/11/21,469 藍莓 進口 ,152.4
114/11/21,839 櫻桃 進口 ,287.5
114/11/21,849 石榴 進口 ,120.0
114/11/21,859 榴槤 進口 ,100.0
114/11/21,C9 柑橘 進口 ,72.9
114/11/21,E9 甜橙 進口 ,22.1
114/11/21,F9 雜柑 進口 ,460.0
114/11/21,G49 奇異果 進口 ,100.9
114/11/21,O9 梨 其他進口 ,49.6
114/11/21,S49 葡萄 無子進口 ,111.5
114/11/21,S9 葡萄 進口 ,163.2
114/11/21,W9 洋香瓜 進口 ,223.4
114/11/21,X49 蘋果 金冠進口 ,80.0
114/11/21,X59 蘋果 紅玉進口 ,257.5
114/11/21,X69 蘋果 富士進口 ,69.9
114/11/21,Z39 柿子 柿餅進口 ,544.5
114/11/21,Z9 柿子 進口 ,224.3
114/11/22,129 椰子 剝殼進口 ,71.7
114/11/22,469 藍莓 進口 ,153.0
114/11/22,839 櫻桃 進口 ,420.5
114/11/22,849 石榴 進口 ,128.4
114/11/22,919 其他 進口 ,143.2
114/11/22,C9 柑橘 進口 ,147.8
114/11/22,E9 甜橙 進口 ,36.7
114/11/22,F9 雜柑 進口 ,511.2
114/11/22,G49 奇異果 進口 ,103.4
114/11/22,O9 梨 其他進口 ,62.2
114/11/22,S49 葡萄 無子進口 ,118.3
114/11/22,S9 葡萄 進口 ,163.7
114/11/22,W9 洋香瓜 進口 ,150.0
114/11/22,X39 蘋果 惠進口 ,33.3
114/11/22,X49 蘋果 金冠進口 ,116.6
114/11/22,X59 蘋果 紅玉進口 ,342.3
114/11/22,X69 蘋果 富士進口 ,68.9
114/11/22,Z39 柿子 柿餅進口 ,357.7
114/11/22,Z9 柿子 進口 ,346.0
114/11/23,129 椰子 剝殼進口 ,68.9
114/11/23,459 草莓 進口 ,177.8
114/11/23,469 藍莓 進口 ,202.7
114/11/23,839 櫻桃 進口 ,328.0
114/11/23,849 石榴 進口 ,172.9
114/11/23,919 其他 進口 ,200.0
114/11/23,C9 柑橘 進口 ,226.7
114/11/23,E9 甜橙 進口 ,40.0
114/11/23,F9 雜柑 進口 ,383.4
114/11/23,G49 奇異果 進口 ,98.4
114/11/23,O9 梨 其他進口 ,62.9
114/11/23,S49 葡萄 無子進口 ,112.5
114/11/23,S9 葡萄 進口 ,190.2
114/11/23,W9 洋香瓜 進口 ,162.5
114/11/23,X39 蘋果 惠進口 ,40.0
114/11/23,X49 蘋果 金冠進口 ,49.8
114/11/23,X59 蘋果 紅玉進口 ,400.0
114/11/23,X69 蘋果 富士進口 ,83.1
114/11/23,Z39 柿子 柿餅進口 ,600.0
114/11/23,Z9 柿子 進口 ,485.9
114/11/25,129 椰子 剝殼進口 ,57.2
114/11/25,459 草莓 進口 ,177.8
114/11/25,469 藍莓 進口 ,147.9
114/11/25,839 櫻桃 進口 ,510.3
114/11/25,849 石榴 進口 ,128.3
114/11/25,859 榴槤 進口 ,100.0
114/11/25,919 其他 進口 ,206.6
114/11/25,C9 柑橘 進口 ,83.3
114/11/25,E9 甜橙 進口 ,41.2
114/11/25,F9 雜柑 進口 ,383.4
114/11/25,G49 奇異果 進口 ,92.9
114/11/25,O9 梨 其他進口 ,50.2
114/11/25,S49 葡萄 無子進口 ,120.1
114/11/25,S9 葡萄 進口 ,164.3
114/11/25,W9 洋香瓜 進口 ,175.0
114/11/25,X39 蘋果 惠進口 ,37.0
114/11/25,X59 蘋果 紅玉進口 ,257.8
114/11/25,X69 蘋果 富士進口 ,56.2
114/11/25,Z39 柿子 柿餅進口 ,755.6
114/11/25,Z9 柿子 進口 ,380.3
114/11/26,129 椰子 剝殼進口 ,63.2
114/11/26,469 藍莓 進口 ,147.1
114/11/26,839 櫻桃 進口 ,380.8
114/11/26,849 石榴 進口 ,118.3
114/11/26,C9 柑橘 進口 ,57.2
114/11/26,E9 甜橙 進口 ,8.0
114/11/26,F9 雜柑 進口 ,80.0
114/11/26,G49 奇異果 進口 ,79.8
114/11/26,O9 梨 其他進口 ,43.2
114/11/26,S49 葡萄 無子進口 ,109.7
114/11/26,S9 葡萄 進口 ,159.7
114/11/26,X09 蘋果 其他進口 ,43.3
114/11/26,X49 蘋果 金冠進口 ,118.8
114/11/26,X59 蘋果 紅玉進口 ,287.5
114/11/26,X69 蘋果 富士進口 ,67.7
114/11/26,Z39 柿子 柿餅進口 ,833.3
114/11/26,Z9 柿子 進口 ,422.2
114/11/27,129 椰子 剝殼進口 ,55.0
114/11/27,469 藍莓 進口 ,156.7
114/11/27,839 櫻桃 進口 ,301.6
114/11/27,849 石榴 進口 ,131.7
114/11/27,919 其他 進口 ,152.7
114/11/27,C9 柑橘 進口 ,241.8
114/11/27,E9 甜橙 進口 ,8.0
114/11/27,F9 雜柑 進口 ,459.9
114/11/27,G49 奇異果 進口 ,61.0
114/11/27,S9 葡萄 進口 ,160.9
114/11/27,W9 洋香瓜 進口 ,305.5
114/11/27,X49 蘋果 金冠進口 ,116.7
114/11/27,X59 蘋果 紅玉進口 ,250.0
114/11/27,X69 蘋果 富士進口 ,54.7
114/11/27,Z39 柿子 柿餅進口 ,400.0
114/11/27,Z9 柿子 進口 ,352.6
114/11/28,129 椰子 剝殼進口 ,23.3
114/11/28,469 藍莓 進口 ,186.5
114/11/28,839 櫻桃 進口 ,376.9
114/11/28,849 石榴 進口 ,131.9
114/11/28,919 其他 進口 ,933.3
114/11/28,C9 柑橘 進口 ,53.3
114/11/28,E9 甜橙 進口 ,34.5
114/11/28,G49 奇異果 進口 ,80.5
114/11/28,O9 梨 其他進口 ,93.3
114/11/28,S49 葡萄 無子進口 ,114.9
114/11/28,S9 葡萄 進口 ,186.1
114/11/28,W9 洋香瓜 進口 ,150.0
114/11/28,X49 蘋果 金冠進口 ,120.8
114/11/28,X59 蘋果 紅玉進口 ,290.0
114/11/28,X69 蘋果 富士進口 ,59.3
114/11/28,Z39 柿子 柿餅進口 ,906.2
114/11/28,Z9 柿子 進口 ,138.7
114/11/29,129 椰子 剝殼進口 ,25.4
114/11/29,469 藍莓 進口 ,132.3
114/11/29,839 櫻桃 進口 ,290.0
114/11/29,849 石榴 進口 ,124.0
114/11/29,859 榴槤 進口 ,133.3
114/11/29,919 其他 進口 ,188.9
114/11/29,C9 柑橘 進口 ,85.8
114/11/29,E9 甜橙 進口 ,22.2
114/11/29,G49 奇異果 進口 ,69.7
114/11/29,O9 梨 其他進口 ,129.0
114/11/29,S9 葡萄 進口 ,166.6
114/11/29,W9 洋香瓜 進口 ,197.2
114/11/29,X49 蘋果 金冠進口 ,115.0
114/11/29,X59 蘋果 紅玉進口 ,224.2
114/11/29,X69 蘋果 富士進口 ,66.7
114/11/29,Z39 柿子 柿餅進口 ,450.0
114/11/29,Z9 柿子 進口 ,482.5
114/11/30,129 椰子 剝殼進口 ,53.0
114/11/30,459 草莓 進口 ,177.8
114/11/30,469 藍莓 進口 ,165.9
114/11/30,839 櫻桃 進口 ,307.3
114/11/30,849 石榴 進口 ,133.3
114/11/30,859 榴槤 進口 ,147.5
114/11/30,919 其他 進口 ,189.8
114/11/30,C9 柑橘 進口 ,218.0
114/11/30,F9 雜柑 進口 ,333.4
114/11/30,G49 奇異果 進口 ,77.2
114/11/30,O9 梨 其他進口 ,44.4
114/11/30,S9 葡萄 進口 ,181.1
114/11/30,X59 蘋果 紅玉進口 ,245.0
114/11/30,X69 蘋果 富士進口 ,70.1
114/11/30,Z39 柿子 柿餅進口 ,372.4
114/11/30,Z9 柿子 進口 ,306.8
114/12/02,129 椰子 剝殼進口 ,36.3
114/12/02,459 草莓 進口 ,602.4
114/12/02,469 藍莓 進口 ,143.2
114/12/02,839 櫻桃 進口 ,327.9
114/12/02,849 石榴 進口 ,132.5
114/12/02,859 榴槤 進口 ,149.0
114/12/02,919 其他 進口 ,162.3
114/12/02,C9 柑橘 進口 ,148.3
114/12/02,E9 甜橙 進口 ,14.9
114/12/02,F9 雜柑 進口 ,383.2
114/12/02,G49 奇異果 進口 ,82.8
114/12/02,O9 梨 其他進口 ,50.6
114/12/02,S9 葡萄 進口 ,129.6
114/12/02,W9 洋香瓜 進口 ,257.1
114/12/02,X39 蘋果 惠進口 ,33.3
114/12/02,X49 蘋果 金冠進口 ,120.0
114/12/02,X59 蘋果 紅玉進口 ,257.9
114/12/02,X69 蘋果 富士進口 ,72.6
114/12/02,Z39 柿子 柿餅進口 ,495.3
114/12/02,Z9 柿子 進口 ,457.1
114/12/03,459 草莓 進口 ,548.7
114/12/03,469 藍莓 進口 ,45.5
114/12/03,839 櫻桃 進口 ,337.5
114/12/03,859 榴槤 進口 ,150.0
114/12/03,919 其他 進口 ,46.7
114/12/03,C9 柑橘 進口 ,78.1
114/12/03,E9 甜橙 進口 ,23.1
114/12/03,F9 雜柑 進口 ,466.7
114/12/03,G49 奇異果 進口 ,76.2
114/12/03,O9 梨 其他進口 ,56.6
114/12/03,S49 葡萄 無子進口 ,137.1
114/12/03,S9 葡萄 進口 ,132.6
114/12/03,W9 洋香瓜 進口 ,150.0
114/12/03,X49 蘋果 金冠進口 ,106.7
114/12/03,X59 蘋果 紅玉進口 ,275.0
114/12/03,X69 蘋果 富士進口 ,70.8
114/12/03,Z39 柿子 柿餅進口 ,772.6
114/12/03,Z9 柿子 進口 ,717.4
114/12/04,459 草莓 進口 ,390.8
114/12/04,469 藍莓 進口 ,186.2
114/12/04,839 櫻桃 進口 ,347.5
114/12/04,849 石榴 進口 ,100.0
114/12/04,859 榴槤 進口 ,150.0
114/12/04,919 其他 進口 ,165.1
114/12/04,C9 柑橘 進口 ,233.8
114/12/04,F9 雜柑 進口 ,86.5
114/12/04,G49 奇異果 進口 ,89.4
114/12/04,O9 梨 其他進口 ,106.7
114/12/04,S9 葡萄 進口 ,163.0
114/12/04,W9 洋香瓜 進口 ,231.7
114/12/04,X49 蘋果 金冠進口 ,152.1
114/12/04,X59 蘋果 紅玉進口 ,213.0
114/12/04,X69 蘋果 富士進口 ,84.2
114/12/04,Z39 柿子 柿餅進口 ,414.8
114/12/04,Z9 柿子 進口 ,501.6
114/12/05,459 草莓 進口 ,501.2
114/12/05,469 藍莓 進口 ,138.9
114/12/05,839 櫻桃 進口 ,368.2
114/12/05,849 石榴 進口 ,156.5
114/12/05,859 榴槤 進口 ,106.7
114/12/05,919 其他 進口 ,166.7
114/12/05,C9 柑橘 進口 ,106.9
114/12/05,E9 甜橙 進口 ,8.0
114/12/05,G49 奇異果 進口 ,88.0
114/12/05,O9 梨 其他進口 ,56.7
114/12/05,S49 葡萄 無子進口 ,157.1
114/12/05,S9 葡萄 進口 ,164.3
114/12/05,W9 洋香瓜 進口 ,187.5
114/12/05,X49 蘋果 金冠進口 ,133.3
114/12/05,X59 蘋果 紅玉進口 ,283.3
114/12/05,X69 蘋果 富士進口 ,42.1
114/12/05,Z39 柿子 柿餅進口 ,477.8
114/12/05,Z9 柿子 進口 ,666.6
114/12/06,459 草莓 進口 ,611.1
114/12/06,469 藍莓 進口 ,156.7
114/12/06,839 櫻桃 進口 ,376.0
114/12/06,849 石榴 進口 ,148.1
114/12/06,859 榴槤 進口 ,118.5
114/12/06,919 其他 進口 ,186.7
114/12/06,C9 柑橘 進口 ,454.0
114/12/06,E9 甜橙 進口 ,33.7
114/12/06,F9 雜柑 進口 ,445.6
114/12/06,G49 奇異果 進口 ,93.8
114/12/06,O9 梨 其他進口 ,57.1
114/12/06,S9 葡萄 進口 ,120.6
114/12/06,W9 洋香瓜 進口 ,300.0
114/12/06,X69 蘋果 富士進口 ,66.0
114/12/06,Z39 柿子 柿餅進口 ,557.4
114/12/06,Z9 柿子 進口 ,446.9
114/12/07,459 草莓 進口 ,452.6
114/12/07,469 藍莓 進口 ,154.4
114/12/07,839 櫻桃 進口 ,329.4
114/12/07,849 石榴 進口 ,105.0
114/12/07,919 其他 進口 ,200.0
114/12/07,C9 柑橘 進口 ,242.9
114/12/07,E9 甜橙 進口 ,30.5
114/12/07,F9 雜柑 進口 ,444.3
114/12/07,G49 奇異果 進口 ,88.1
114/12/07,O9 梨 其他進口 ,51.6
114/12/07,S49 葡萄 無子進口 ,133.3
114/12/07,S9 葡萄 進口 ,152.2
114/12/07,W9 洋香瓜 進口 ,300.0
114/12/07,X49 蘋果 金冠進口 ,33.3
114/12/07,X59 蘋果 紅玉進口 ,266.0
114/12/07,X69 蘋果 富士進口 ,70.4
114/12/07,Z39 柿子 柿餅進口 ,491.0
114/12/09,459 草莓 進口 ,459.1
114/12/09,469 藍莓 進口 ,149.5
114/12/09,839 櫻桃 進口 ,450.8
114/12/09,849 石榴 進口 ,133.8
114/12/09,859 榴槤 進口 ,111.1
114/12/09,919 其他 進口 ,200.0
114/12/09,C9 柑橘 進口 ,283.3
114/12/09,E9 甜橙 進口 ,60.6
114/12/09,G39 酪梨 進口 ,50.0
114/12/09,G49 奇異果 進口 ,78.2
114/12/09,O9 梨 其他進口 ,57.4
114/12/09,S9 葡萄 進口 ,143.4
114/12/09,X59 蘋果 紅玉進口 ,221.0
114/12/09,X69 蘋果 富士進口 ,60.8
114/12/09,Z39 柿子 柿餅進口 ,439.0
114/12/10,129 椰子 剝殼進口 ,50.0
114/12/10,459 草莓 進口 ,452.6
114/12/10,469 藍莓 進口 ,167.5
114/12/10,839 櫻桃 進口 ,153.8
114/12/10,849 石榴 進口 ,130.7
114/12/10,859 榴槤 進口 ,106.7
114/12/10,919 其他 進口 ,112.1
114/12/10,C9 柑橘 進口 ,124.4
114/12/10,E9 甜橙 進口 ,23.7
114/12/10,F9 雜柑 進口 ,283.3
114/12/10,G39 酪梨 進口 ,40.0
114/12/10,O9 梨 其他進口 ,44.4
114/12/10,S49 葡萄 無子進口 ,145.3
114/12/10,S9 葡萄 進口 ,158.4
114/12/10,W9 洋香瓜 進口 ,360.0
114/12/10,X09 蘋果 其他進口 ,112.4
114/12/10,X49 蘋果 金冠進口 ,110.6
114/12/10,X59 蘋果 紅玉進口 ,210.0
114/12/10,X69 蘋果 富士進口 ,69.8
114/12/10,Z39 柿子 柿餅進口 ,420.2
114/12/10,Z9 柿子 進口 ,573.6
114/12/12,459 草莓 進口 ,460.0
114/12/12,469 藍莓 進口 ,189.4
114/12/12,839 櫻桃 進口 ,478.0
114/12/12,849 石榴 進口 ,116.2
114/12/12,919 其他 進口 ,279.9
114/12/12,C9 柑橘 進口 ,264.2
114/12/12,E9 甜橙 進口 ,22.0
114/12/12,F9 雜柑 進口 ,350.0
114/12/12,G39 酪梨 進口 ,76.6
114/12/12,G49 奇異果 進口 ,83.0
114/12/12,O9 梨 其他進口 ,62.3
114/12/12,S49 葡萄 無子進口 ,152.4
114/12/12,S9 葡萄 進口 ,139.9
114/12/12,W9 洋香瓜 進口 ,225.0
114/12/12,X09 蘋果 其他進口 ,224.8
114/12/12,X49 蘋果 金冠進口 ,137.4
114/12/12,X59 蘋果 紅玉進口 ,237.3
114/12/12,X69 蘋果 富士進口 ,61.8
114/12/12,Z39 柿子 柿餅進口 ,505.1
114/12/12,Z9 柿子 進口 ,473.1
114/12/13,459 草莓 進口 ,428.7
114/12/13,469 藍莓 進口 ,164.2
114/12/13,839 櫻桃 進口 ,343.7
114/12/13,849 石榴 進口 ,134.4
114/12/13,859 榴槤 進口 ,106.7
114/12/13,919 其他 進口 ,158.8
114/12/13,C9 柑橘 進口 ,260.1
114/12/13,E9 甜橙 進口 ,23.0
114/12/13,F9 雜柑 進口 ,175.0
114/12/13,G39 酪梨 進口 ,31.8
114/12/13,G49 奇異果 進口 ,88.0
114/12/13,O9 梨 其他進口 ,69.8
114/12/13,S49 葡萄 無子進口 ,138.8
114/12/13,S9 葡萄 進口 ,160.1
114/12/13,W9 洋香瓜 進口 ,300.0
114/12/13,X39 蘋果 惠進口 ,40.0
114/12/13,X49 蘋果 金冠進口 ,138.5
114/12/13,X59 蘋果 紅玉進口 ,197.6
114/12/13,X69 蘋果 富士進口 ,54.1
114/12/13,Z39 柿子 柿餅進口 ,422.2
114/12/13,Z9 柿子 進口 ,584.4
114/12/14,129 椰子 剝殼進口 ,70.0
114/12/14,459 草莓 進口 ,471.7
114/12/14,469 藍莓 進口 ,180.6
114/12/14,839 櫻桃 進口 ,387.8
114/12/14,849 石榴 進口 ,120.0
114/12/14,919 其他 進口 ,203.9
114/12/14,C9 柑橘 進口 ,251.1
114/12/14,E9 甜橙 進口 ,41.4
114/12/14,F9 雜柑 進口 ,386.0
114/12/14,G39 酪梨 進口 ,133.3
114/12/14,G49 奇異果 進口 ,99.0
114/12/14,O9 梨 其他進口 ,57.8
114/12/14,S9 葡萄 進口 ,135.6
114/12/14,W9 洋香瓜 進口 ,165.0
114/12/14,X59 蘋果 紅玉進口 ,188.8
114/12/14,X69 蘋果 富士進口 ,57.3
114/12/14,Z39 柿子 柿餅進口 ,709.5
114/12/14,Z9 柿子 進口 ,448.9
114/12/16,459 草莓 進口 ,525.2
114/12/16,469 藍莓 進口 ,143.8
114/12/16,839 櫻桃 進口 ,361.6
114/12/16,859 榴槤 進口 ,104.6
114/12/16,919 其他 進口 ,81.8
114/12/16,C9 柑橘 進口 ,259.1
114/12/16,E9 甜橙 進口 ,57.1
114/12/16,F9 雜柑 進口 ,500.0
114/12/16,G49 奇異果 進口 ,86.9
114/12/16,O9 梨 其他進口 ,86.2
114/12/16,S9 葡萄 進口 ,172.0
114/12/16,X59 蘋果 紅玉進口 ,219.3
114/12/16,X69 蘋果 富士進口 ,50.8
114/12/16,Z39 柿子 柿餅進口 ,549.8
114/12/16,Z9 柿子 進口 ,490.9
114/12/17,459 草莓 進口 ,444.7
114/12/17,469 藍莓 進口 ,127.3
114/12/17,839 櫻桃 進口 ,329.8
114/12/17,C9 柑橘 進口 ,261.4
114/12/17,E9 甜橙 進口 ,46.4
114/12/17,F9 雜柑 進口 ,862.8
114/12/17,G49 奇異果 進口 ,92.1
114/12/17,O9 梨 其他進口 ,50.8
114/12/17,S49 葡萄 無子進口 ,123.8
114/12/17,S9 葡萄 進口 ,162.2
114/12/17,W9 洋香瓜 進口 ,150.0
114/12/17,X49 蘋果 金冠進口 ,121.3
114/12/17,X59 蘋果 紅玉進口 ,204.7
114/12/17,X69 蘋果 富士進口 ,95.9
114/12/17,Z39 柿子 柿餅進口 ,753.3
114/12/17,Z9 柿子 進口 ,516.6
114/12/18,129 椰子 剝殼進口 ,65.0
114/12/18,459 草莓 進口 ,467.4
114/12/18,469 藍莓 進口 ,144.6
114/12/18,839 櫻桃 進口 ,533.2
114/12/18,859 榴槤 進口 ,109.4
114/12/18,919 其他 進口 ,111.1
114/12/18,C9 柑橘 進口 ,146.4
114/12/18,E9 甜橙 進口 ,35.3
114/12/18,F9 雜柑 進口 ,447.6
114/12/18,G49 奇異果 進口 ,73.4
114/12/18,O9 梨 其他進口 ,50.7
114/12/18,S9 葡萄 進口 ,140.4
114/12/18,W9 洋香瓜 進口 ,367.7
114/12/18,X29 蘋果 秋香進口 ,86.3
114/12/18,X49 蘋果 金冠進口 ,118.7
114/12/18,X59 蘋果 紅玉進口 ,254.4
114/12/18,X69 蘋果 富士進口 ,78.7
114/12/18,Z39 柿子 柿餅進口 ,626.9
114/12/19,459 草莓 進口 ,456.7
114/12/19,469 藍莓 進口 ,109.0
114/12/19,839 櫻桃 進口 ,426.6
114/12/19,919 其他 進口 ,75.8
114/12/19,C9 柑橘 進口 ,49.0
114/12/19,E9 甜橙 進口 ,32.5
114/12/19,F9 雜柑 進口 ,450.7
114/12/19,G49 奇異果 進口 ,94.2
114/12/19,O9 梨 其他進口 ,60.1
114/12/19,S9 葡萄 進口 ,144.6
114/12/19,X49 蘋果 金冠進口 ,106.7
114/12/19,X59 蘋果 紅玉進口 ,215.4
114/12/19,X69 蘋果 富士進口 ,79.6
114/12/19,Z39 柿子 柿餅進口 ,576.7
114/12/19,Z9 柿子 進口 ,533.3
114/12/20,459 草莓 進口 ,414.9
114/12/20,469 藍莓 進口 ,181.5
114/12/20,839 櫻桃 進口 ,419.9
114/12/20,919 其他 進口 ,178.2
114/12/20,C9 柑橘 進口 ,113.6
114/12/20,E9 甜橙 進口 ,57.4
114/12/20,F9 雜柑 進口 ,430.1
114/12/20,G49 奇異果 進口 ,88.7
114/12/20,O9 梨 其他進口 ,63.5
114/12/20,S9 葡萄 進口 ,135.6
114/12/20,W9 洋香瓜 進口 ,166.6
114/12/20,X09 蘋果 其他進口 ,162.8
114/12/20,X39 蘋果 惠進口 ,40.0
114/12/20,X49 蘋果 金冠進口 ,80.0
114/12/20,X59 蘋果 紅玉進口 ,213.3
114/12/20,X69 蘋果 富士進口 ,60.2
114/12/20,Z39 柿子 柿餅進口 ,617.9
114/12/20,Z9 柿子 進口 ,883.4
114/12/21,459 草莓 進口 ,468.7
114/12/21,469 藍莓 進口 ,95.9
114/12/21,839 櫻桃 進口 ,156.2
114/12/21,919 其他 進口 ,200.0
114/12/21,C9 柑橘 進口 ,410.7
114/12/21,E9 甜橙 進口 ,54.6
114/12/21,F9 雜柑 進口 ,441.1
114/12/21,G49 奇異果 進口 ,81.3
114/12/21,O9 梨 其他進口 ,64.0
114/12/21,S49 葡萄 無子進口 ,166.1
114/12/21,S9 葡萄 進口 ,127.2
114/12/21,X09 蘋果 其他進口 ,173.3
114/12/21,X59 蘋果 紅玉進口 ,205.8
114/12/21,X69 蘋果 富士進口 ,96.2
114/12/21,Z39 柿子 柿餅進口 ,533.4
114/12/21,Z9 柿子 進口 ,800.0
114/12/23,459 草莓 進口 ,571.1
114/12/23,469 藍莓 進口 ,120.0
114/12/23,839 櫻桃 進口 ,449.1
114/12/23,849 石榴 進口 ,80.0
114/12/23,859 榴槤 進口 ,106.7
114/12/23,919 其他 進口 ,200.0
114/12/23,C9 柑橘 進口 ,148.8
114/12/23,E9 甜橙 進口 ,19.5
114/12/23,F9 雜柑 進口 ,284.8
114/12/23,G49 奇異果 進口 ,61.8
114/12/23,O9 梨 其他進口 ,51.0
114/12/23,S9 葡萄 進口 ,157.6
114/12/23,W9 洋香瓜 進口 ,222.2
114/12/23,X59 蘋果 紅玉進口 ,224.0
114/12/23,X69 蘋果 富士進口 ,69.5
114/12/23,Z39 柿子 柿餅進口 ,784.7
114/12/23,Z9 柿子 進口 ,656.8
114/12/24,459 草莓 進口 ,492.1
114/12/24,469 藍莓 進口 ,88.3
114/12/24,839 櫻桃 進口 ,398.1
114/12/24,C9 柑橘 進口 ,279.1
114/12/24,E9 甜橙 進口 ,23.5
114/12/24,F9 雜柑 進口 ,417.6
114/12/24,G49 奇異果 進口 ,74.6
114/12/24,O9 梨 其他進口 ,56.9
114/12/24,S9 葡萄 進口 ,138.7
114/12/24,W9 洋香瓜 進口 ,166.8
114/12/24,X49 蘋果 金冠進口 ,160.0
114/12/24,X59 蘋果 紅玉進口 ,271.8
114/12/24,X69 蘋果 富士進口 ,78.5
114/12/24,Z39 柿子 柿餅進口 ,400.0
114/12/24,Z9 柿子 進口 ,533.4
114/12/25,459 草莓 進口 ,615.0
114/12/25,469 藍莓 進口 ,68.9
114/12/25,839 櫻桃 進口 ,428.1
114/12/25,859 榴槤 進口 ,117.3
114/12/25,919 其他 進口 ,84.7
114/12/25,C9 柑橘 進口 ,267.2
114/12/25,E9 甜橙 進口 ,31.0
114/12/25,F9 雜柑 進口 ,477.2
114/12/25,G49 奇異果 進口 ,58.1
114/12/25,S49 葡萄 無子進口 ,156.6
114/12/25,S9 葡萄 進口 ,129.7
114/12/25,W9 洋香瓜 進口 ,194.5
114/12/25,X59 蘋果 紅玉進口 ,286.0
114/12/25,X69 蘋果 富士進口 ,60.8
114/12/25,Y9 桃子 進口 ,268.4
114/12/25,Z39 柿子 柿餅進口 ,600.0
114/12/26,459 草莓 進口 ,490.0
114/12/26,469 藍莓 進口 ,91.5
114/12/26,839 櫻桃 進口 ,229.2
114/12/26,859 榴槤 進口 ,153.3
114/12/26,C9 柑橘 進口 ,366.6
114/12/26,E9 甜橙 進口 ,49.3
114/12/26,F9 雜柑 進口 ,129.0
114/12/26,G49 奇異果 進口 ,87.8
114/12/26,O9 梨 其他進口 ,58.6
114/12/26,S9 葡萄 進口 ,159.9
114/12/26,W9 洋香瓜 進口 ,283.2
114/12/26,X59 蘋果 紅玉進口 ,250.0
114/12/26,X69 蘋果 富士進口 ,78.9
114/12/26,Y39 桃子 甜桃進口 ,76.4
114/12/26,Y9 桃子 進口 ,267.5
114/12/26,Z39 柿子 柿餅進口 ,500.0
114/12/26,Z9 柿子 進口 ,570.4
114/12/27,459 草莓 進口 ,558.8
114/12/27,469 藍莓 進口 ,131.4
114/12/27,839 櫻桃 進口 ,223.8
114/12/27,859 榴槤 進口 ,116.1
114/12/27,919 其他 進口 ,170.0
114/12/27,C9 柑橘 進口 ,56.0
114/12/27,E9 甜橙 進口 ,61.1
114/12/27,F9 雜柑 進口 ,452.4
114/12/27,G49 奇異果 進口 ,85.4
114/12/27,N9 李 進口 ,107.9
114/12/27,O9 梨 其他進口 ,54.3
114/12/27,S9 葡萄 進口 ,170.3
114/12/27,W9 洋香瓜 進口 ,283.4
114/12/27,X09 蘋果 其他進口 ,164.7
114/12/27,X59 蘋果 紅玉進口 ,266.0
114/12/27,X69 蘋果 富士進口 ,67.3
114/12/27,Y39 桃子 甜桃進口 ,66.7
114/12/27,Z9 柿子 進口 ,525.9
114/12/28,459 草莓 進口 ,529.0
114/12/28,469 藍莓 進口 ,80.2
114/12/28,839 櫻桃 進口 ,203.9
114/12/28,919 其他 進口 ,191.1
114/12/28,C9 柑橘 進口 ,110.9
