日期,產品,平均價(元/公斤)
114/10/02,S49 葡萄 無子進口 ,112.3
114/10/02,S9 葡萄 進口 ,398.0
114/10/02,W9 洋香瓜 進口 ,323.6
114/10/02,X49 蘋果 金冠進口 ,144.3
114/10/02,X69 蘋果 富士進口 ,55.7
114/10/03,119 椰子 進口 ,79.0
114/10/03,129 椰子 剝殼進口 ,28.2
114/10/03,469 藍莓 進口 ,235.0
114/10/03,859 榴槤 進口 ,106.7
114/10/03,919 其他 進口 ,66.7
114/10/03,C9 柑橘 進口 ,44.5
114/10/03,E9 甜橙 進口 ,70.3
114/10/03,G49 奇異果 進口 ,82.1
114/10/03,N9 李 進口 ,74.7
114/10/03,O9 梨 其他進口 ,70.1
114/10/03,S49 葡萄 無子進口 ,106.5
114/10/03,S9 葡萄 進口 ,254.7
114/10/03,W9 洋香瓜 進口 ,71.9
114/10/03,X49 蘋果 金冠進口 ,134.8
114/10/03,X69 蘋果 富士進口 ,55.9
114/10/03,Z9 柿子 進口 ,222.2
114/10/04,119 椰子 進口 ,73.3
114/10/04,129 椰子 剝殼進口 ,26.7
114/10/04,469 藍莓 進口 ,219.0
114/10/04,849 石榴 進口 ,333.4
114/10/04,919 其他 進口 ,173.3
114/10/04,C9 柑橘 進口 ,36.2
114/10/04,E9 甜橙 進口 ,50.1
114/10/04,G39 酪梨 進口 ,373.4
114/10/04,G49 奇異果 進口 ,83.0
114/10/04,N9 李 進口 ,69.8
114/10/04,O9 梨 其他進口 ,61.0
114/10/04,S49 葡萄 無子進口 ,101.1
114/10/04,S9 葡萄 進口 ,362.4
114/10/04,W9 洋香瓜 進口 ,84.8
114/10/04,X49 蘋果 金冠進口 ,133.3
114/10/04,X69 蘋果 富士進口 ,72.7
114/10/04,Z9 柿子 進口 ,233.4
114/10/05,129 椰子 剝殼進口 ,28.3
114/10/05,459 草莓 進口 ,177.8
114/10/05,469 藍莓 進口 ,232.7
114/10/05,C9 柑橘 進口 ,50.0
114/10/05,E9 甜橙 進口 ,49.6
114/10/05,G49 奇異果 進口 ,91.4
114/10/05,N9 李 進口 ,74.0
114/10/05,O9 梨 其他進口 ,78.1
114/10/05,S49 葡萄 無子進口 ,108.7
114/10/05,S9 葡萄 進口 ,301.5
114/10/05,W9 洋香瓜 進口 ,92.8
114/10/05,X49 蘋果 金冠進口 ,133.1
114/10/05,X69 蘋果 富士進口 ,63.1
114/10/06,129 椰子 剝殼進口 ,70.0
114/10/06,469 藍莓 進口 ,186.5
114/10/06,839 櫻桃 進口 ,150.0
114/10/06,C9 柑橘 進口 ,45.4
114/10/06,E9 甜橙 進口 ,46.4
114/10/06,G49 奇異果 進口 ,86.8
114/10/06,N9 李 進口 ,74.5
114/10/06,O9 梨 其他進口 ,74.6
114/10/06,O99 梨 西洋梨進口 ,40.0
114/10/06,S49 葡萄 無子進口 ,99.2
114/10/06,S9 葡萄 進口 ,291.5
114/10/06,W9 洋香瓜 進口 ,291.7
114/10/06,X49 蘋果 金冠進口 ,163.5
114/10/06,X69 蘋果 富士進口 ,52.8
114/10/06,Z9 柿子 進口 ,263.9
114/10/09,459 草莓 進口 ,177.8
114/10/09,469 藍莓 進口 ,218.6
114/10/09,919 其他 進口 ,173.3
114/10/09,C9 柑橘 進口 ,47.9
114/10/09,E9 甜橙 進口 ,40.3
114/10/09,G49 奇異果 進口 ,100.6
114/10/09,H49 葡萄柚 紅肉進口 ,40.0
114/10/09,H9 柚子 進口 ,110.0
114/10/09,N9 李 進口 ,93.6
114/10/09,O9 梨 其他進口 ,116.2
114/10/09,S49 葡萄 無子進口 ,105.3
114/10/09,S9 葡萄 進口 ,154.3
114/10/09,X49 蘋果 金冠進口 ,126.4
114/10/09,X69 蘋果 富士進口 ,47.1
114/10/10,129 椰子 剝殼進口 ,20.0
114/10/10,459 草莓 進口 ,177.8
114/10/10,469 藍莓 進口 ,125.1
114/10/10,849 石榴 進口 ,1066.5
114/10/10,919 其他 進口 ,166.7
114/10/10,C9 柑橘 進口 ,49.6
114/10/10,E9 甜橙 進口 ,125.8
114/10/10,G49 奇異果 進口 ,80.6
114/10/10,N9 李 進口 ,78.4
114/10/10,O9 梨 其他進口 ,71.1
114/10/10,S49 葡萄 無子進口 ,104.3
114/10/10,S9 葡萄 進口 ,184.9
114/10/10,W9 洋香瓜 進口 ,221.8
114/10/10,X49 蘋果 金冠進口 ,129.6
114/10/10,X69 蘋果 富士進口 ,58.1
114/10/10,Z9 柿子 進口 ,248.9
114/10/11,469 藍莓 進口 ,158.5
114/10/11,919 其他 進口 ,171.7
114/10/11,C9 柑橘 進口 ,39.4
114/10/11,G49 奇異果 進口 ,97.1
114/10/11,N9 李 進口 ,87.3
114/10/11,O9 梨 其他進口 ,65.2
114/10/11,S49 葡萄 無子進口 ,101.3
114/10/11,S9 葡萄 進口 ,278.5
114/10/11,W9 洋香瓜 進口 ,275.0
114/10/11,X49 蘋果 金冠進口 ,133.3
114/10/11,X69 蘋果 富士進口 ,58.6
114/10/12,459 草莓 進口 ,177.8
114/10/12,469 藍莓 進口 ,89.7
114/10/12,919 其他 進口 ,167.1
114/10/12,C9 柑橘 進口 ,49.1
114/10/12,E9 甜橙 進口 ,42.4
114/10/12,G49 奇異果 進口 ,81.9
114/10/12,N9 李 進口 ,72.1
114/10/12,O9 梨 其他進口 ,71.1
114/10/12,O99 梨 西洋梨進口 ,40.0
114/10/12,S49 葡萄 無子進口 ,112.7
114/10/12,S9 葡萄 進口 ,117.6
114/10/12,X49 蘋果 金冠進口 ,115.8
114/10/12,X69 蘋果 富士進口 ,58.7
114/10/12,Z9 柿子 進口 ,208.3
114/10/14,129 椰子 剝殼進口 ,28.5
114/10/14,469 藍莓 進口 ,107.3
114/10/14,859 榴槤 進口 ,113.3
114/10/14,919 其他 進口 ,183.4
114/10/14,C9 柑橘 進口 ,42.0
114/10/14,E9 甜橙 進口 ,57.7
114/10/14,G49 奇異果 進口 ,89.0
114/10/14,H49 葡萄柚 紅肉進口 ,33.3
114/10/14,N9 李 進口 ,62.2
114/10/14,O9 梨 其他進口 ,153.7
114/10/14,O99 梨 西洋梨進口 ,43.0
114/10/14,S49 葡萄 無子進口 ,102.4
114/10/14,S9 葡萄 進口 ,172.2
114/10/14,W9 洋香瓜 進口 ,240.5
114/10/14,X39 蘋果 惠進口 ,44.4
114/10/14,X49 蘋果 金冠進口 ,106.5
114/10/14,X69 蘋果 富士進口 ,67.4
114/10/15,469 藍莓 進口 ,124.5
114/10/15,859 榴槤 進口 ,113.3
114/10/15,C9 柑橘 進口 ,47.8
114/10/15,E9 甜橙 進口 ,39.4
114/10/15,G49 奇異果 進口 ,78.1
114/10/15,N9 李 進口 ,86.1
114/10/15,O9 梨 其他進口 ,80.0
114/10/15,S49 葡萄 無子進口 ,109.7
114/10/15,S9 葡萄 進口 ,217.3
114/10/15,W9 洋香瓜 進口 ,68.6
114/10/15,X49 蘋果 金冠進口 ,121.6
114/10/15,X69 蘋果 富士進口 ,61.9
114/10/15,Y9 桃子 進口 ,583.3
114/10/15,Z9 柿子 進口 ,395.5
114/10/16,459 草莓 進口 ,177.8
114/10/16,469 藍莓 進口 ,159.1
114/10/16,C9 柑橘 進口 ,42.9
114/10/16,E9 甜橙 進口 ,37.4
114/10/16,G49 奇異果 進口 ,81.4
114/10/16,H49 葡萄柚 紅肉進口 ,44.4
114/10/16,N9 李 進口 ,95.0
114/10/16,O9 梨 其他進口 ,75.0
114/10/16,S49 葡萄 無子進口 ,101.4
114/10/16,S9 葡萄 進口 ,314.8
114/10/16,W9 洋香瓜 進口 ,74.5
114/10/16,X49 蘋果 金冠進口 ,119.5
114/10/16,X69 蘋果 富士進口 ,44.8
114/10/16,Z9 柿子 進口 ,233.3
114/10/17,469 藍莓 進口 ,161.2
114/10/17,919 其他 進口 ,75.0
114/10/17,C9 柑橘 進口 ,48.6
114/10/17,E9 甜橙 進口 ,52.3
114/10/17,G49 奇異果 進口 ,102.4
114/10/17,H49 葡萄柚 紅肉進口 ,35.6
114/10/17,N9 李 進口 ,89.7
114/10/17,O9 梨 其他進口 ,67.3
114/10/17,S49 葡萄 無子進口 ,95.8
114/10/17,S9 葡萄 進口 ,246.1
114/10/17,W9 洋香瓜 進口 ,104.2
114/10/17,X49 蘋果 金冠進口 ,116.3
114/10/17,X69 蘋果 富士進口 ,59.5
114/10/17,Z9 柿子 進口 ,183.4
114/10/18,459 草莓 進口 ,177.8
114/10/18,469 藍莓 進口 ,113.5
114/10/18,859 榴槤 進口 ,80.0
114/10/18,919 其他 進口 ,200.0
114/10/18,C9 柑橘 進口 ,39.1
114/10/18,E9 甜橙 進口 ,38.8
114/10/18,F9 雜柑 進口 ,83.3
114/10/18,G49 奇異果 進口 ,99.2
114/10/18,N9 李 進口 ,93.2
114/10/18,O99 梨 西洋梨進口 ,46.7
114/10/18,S49 葡萄 無子進口 ,114.7
114/10/18,S9 葡萄 進口 ,202.0
114/10/18,W9 洋香瓜 進口 ,95.9
114/10/18,X49 蘋果 金冠進口 ,115.2
114/10/18,X69 蘋果 富士進口 ,63.2
114/10/18,Z9 柿子 進口 ,153.0
114/10/19,469 藍莓 進口 ,80.3
114/10/19,C9 柑橘 進口 ,49.7
114/10/19,E9 甜橙 進口 ,47.5
114/10/19,G49 奇異果 進口 ,86.6
114/10/19,N9 李 進口 ,72.3
114/10/19,O9 梨 其他進口 ,67.5
114/10/19,S49 葡萄 無子進口 ,99.0
114/10/19,S9 葡萄 進口 ,212.2
114/10/19,W9 洋香瓜 進口 ,67.1
114/10/19,X49 蘋果 金冠進口 ,104.6
114/10/19,X59 蘋果 紅玉進口 ,132.7
114/10/19,X69 蘋果 富士進口 ,57.8
114/10/19,Z9 柿子 進口 ,124.5
114/10/21,459 草莓 進口 ,177.8
114/10/21,469 藍莓 進口 ,122.4
114/10/21,849 石榴 進口 ,133.3
114/10/21,919 其他 進口 ,123.1
114/10/21,C9 柑橘 進口 ,48.8
114/10/21,E9 甜橙 進口 ,39.5
114/10/21,G39 酪梨 進口 ,120.0
114/10/21,G49 奇異果 進口 ,91.2
114/10/21,N9 李 進口 ,92.5
114/10/21,S49 葡萄 無子進口 ,100.3
114/10/21,S9 葡萄 進口 ,279.3
114/10/21,W9 洋香瓜 進口 ,244.5
114/10/21,X49 蘋果 金冠進口 ,120.0
114/10/21,X59 蘋果 紅玉進口 ,168.2
114/10/21,X69 蘋果 富士進口 ,46.9
114/10/21,Z39 柿子 柿餅進口 ,533.3
114/10/21,Z9 柿子 進口 ,227.7
114/10/22,129 椰子 剝殼進口 ,21.6
114/10/22,469 藍莓 進口 ,123.8
114/10/22,919 其他 進口 ,186.7
114/10/22,C9 柑橘 進口 ,48.0
114/10/22,E9 甜橙 進口 ,29.5
114/10/22,F9 雜柑 進口 ,83.3
114/10/22,G49 奇異果 進口 ,78.3
114/10/22,N9 李 進口 ,70.3
114/10/22,S49 葡萄 無子進口 ,109.7
114/10/22,S9 葡萄 進口 ,218.3
114/10/22,W9 洋香瓜 進口 ,71.8
114/10/22,X39 蘋果 惠進口 ,44.4
114/10/22,X49 蘋果 金冠進口 ,109.1
114/10/22,X59 蘋果 紅玉進口 ,191.8
114/10/22,X69 蘋果 富士進口 ,69.0
114/10/22,Z9 柿子 進口 ,316.7
114/10/23,129 椰子 剝殼進口 ,26.7
114/10/23,459 草莓 進口 ,177.8
114/10/23,469 藍莓 進口 ,131.4
114/10/23,919 其他 進口 ,166.7
114/10/23,C9 柑橘 進口 ,47.6
114/10/23,E9 甜橙 進口 ,47.3
114/10/23,G49 奇異果 進口 ,62.3
114/10/23,N9 李 進口 ,89.9
114/10/23,O9 梨 其他進口 ,57.8
114/10/23,S49 葡萄 無子進口 ,92.9
114/10/23,S9 葡萄 進口 ,274.5
114/10/23,W9 洋香瓜 進口 ,288.9
114/10/23,X49 蘋果 金冠進口 ,103.5
114/10/23,X59 蘋果 紅玉進口 ,186.2
114/10/23,X69 蘋果 富士進口 ,53.4
114/10/23,Z9 柿子 進口 ,308.5
114/10/24,459 草莓 進口 ,177.8
114/10/24,469 藍莓 進口 ,75.0
114/10/24,919 其他 進口 ,40.0
114/10/24,C9 柑橘 進口 ,56.2
114/10/24,E9 甜橙 進口 ,29.6
114/10/24,F9 雜柑 進口 ,83.3
114/10/24,G49 奇異果 進口 ,102.9
114/10/24,N9 李 進口 ,99.3
114/10/24,O9 梨 其他進口 ,158.1
114/10/24,S49 葡萄 無子進口 ,115.3
114/10/24,S9 葡萄 進口 ,182.9
114/10/24,W9 洋香瓜 進口 ,90.0
114/10/24,X49 蘋果 金冠進口 ,77.7
114/10/24,X59 蘋果 紅玉進口 ,128.0
114/10/24,X69 蘋果 富士進口 ,60.6
114/10/24,Z39 柿子 柿餅進口 ,633.3
114/10/25,469 藍莓 進口 ,103.0
114/10/25,919 其他 進口 ,144.4
114/10/25,C9 柑橘 進口 ,56.2
114/10/25,E9 甜橙 進口 ,34.9
114/10/25,G49 奇異果 進口 ,98.5
114/10/25,N9 李 進口 ,86.2
114/10/25,O9 梨 其他進口 ,76.9
114/10/25,O99 梨 西洋梨進口 ,46.7
114/10/25,S49 葡萄 無子進口 ,100.5
114/10/25,S9 葡萄 進口 ,219.5
114/10/25,W9 洋香瓜 進口 ,170.8
114/10/25,X49 蘋果 金冠進口 ,111.5
114/10/25,X59 蘋果 紅玉進口 ,143.1
114/10/25,X69 蘋果 富士進口 ,51.7
114/10/25,Z9 柿子 進口 ,297.6
114/10/26,469 藍莓 進口 ,87.9
114/10/26,919 其他 進口 ,166.7
114/10/26,C9 柑橘 進口 ,45.3
114/10/26,E9 甜橙 進口 ,41.9
114/10/26,G39 酪梨 進口 ,133.3
114/10/26,G49 奇異果 進口 ,75.6
114/10/26,N9 李 進口 ,74.6
114/10/26,O9 梨 其他進口 ,240.0
114/10/26,O99 梨 西洋梨進口 ,40.0
114/10/26,S49 葡萄 無子進口 ,96.8
114/10/26,S9 葡萄 進口 ,233.6
114/10/26,W9 洋香瓜 進口 ,179.6
114/10/26,X49 蘋果 金冠進口 ,89.2
114/10/26,X59 蘋果 紅玉進口 ,196.9
114/10/26,X69 蘋果 富士進口 ,48.1
114/10/26,Z9 柿子 進口 ,279.7
114/10/28,129 椰子 剝殼進口 ,20.0
114/10/28,469 藍莓 進口 ,112.8
114/10/28,849 石榴 進口 ,182.5
114/10/28,919 其他 進口 ,75.0
114/10/28,C9 柑橘 進口 ,51.1
114/10/28,E9 甜橙 進口 ,28.7
114/10/28,G49 奇異果 進口 ,111.1
114/10/28,N9 李 進口 ,99.6
114/10/28,O9 梨 其他進口 ,62.9
114/10/28,S49 葡萄 無子進口 ,107.6
114/10/28,S9 葡萄 進口 ,186.0
114/10/28,W9 洋香瓜 進口 ,90.0
114/10/28,X49 蘋果 金冠進口 ,110.5
114/10/28,X59 蘋果 紅玉進口 ,185.0
114/10/28,X69 蘋果 富士進口 ,60.6
114/10/28,Z39 柿子 柿餅進口 ,1000.0
114/10/28,Z9 柿子 進口 ,254.4
114/10/29,129 椰子 剝殼進口 ,37.8
114/10/29,459 草莓 進口 ,177.8
114/10/29,469 藍莓 進口 ,125.8
114/10/29,849 石榴 進口 ,170.0
114/10/29,919 其他 進口 ,59.7
114/10/29,C9 柑橘 進口 ,42.6
114/10/29,E9 甜橙 進口 ,40.6
114/10/29,G49 奇異果 進口 ,82.6
114/10/29,O9 梨 其他進口 ,66.2
114/10/29,S49 葡萄 無子進口 ,108.5
114/10/29,S9 葡萄 進口 ,219.3
114/10/29,W9 洋香瓜 進口 ,266.6
114/10/29,X49 蘋果 金冠進口 ,111.6
114/10/29,X59 蘋果 紅玉進口 ,149.2
114/10/29,X69 蘋果 富士進口 ,56.4
114/10/29,Z39 柿子 柿餅進口 ,933.5
114/10/29,Z9 柿子 進口 ,432.2
114/10/31,129 椰子 剝殼進口 ,40.0
114/10/31,459 草莓 進口 ,133.3
114/10/31,469 藍莓 進口 ,112.0
114/10/31,839 櫻桃 進口 ,399.1
114/10/31,919 其他 進口 ,222.0
114/10/31,C9 柑橘 進口 ,64.0
114/10/31,E9 甜橙 進口 ,26.4
114/10/31,G39 酪梨 進口 ,106.7
114/10/31,G49 奇異果 進口 ,107.8
114/10/31,O9 梨 其他進口 ,163.2
114/10/31,S49 葡萄 無子進口 ,92.9
114/10/31,S9 葡萄 進口 ,142.7
114/10/31,W9 洋香瓜 進口 ,300.0
114/10/31,X39 蘋果 惠進口 ,45.9
114/10/31,X49 蘋果 金冠進口 ,80.8
114/10/31,X59 蘋果 紅玉進口 ,184.1
114/10/31,X69 蘋果 富士進口 ,31.4
114/10/31,Z39 柿子 柿餅進口 ,966.6
114/10/31,Z9 柿子 進口 ,262.2
114/11/01,129 椰子 剝殼進口 ,42.6
114/11/01,459 草莓 進口 ,177.8
114/11/01,469 藍莓 進口 ,144.4
114/11/01,839 櫻桃 進口 ,463.3
114/11/01,919 其他 進口 ,204.6
114/11/01,C9 柑橘 進口 ,66.7
114/11/01,E9 甜橙 進口 ,26.1
114/11/01,G39 酪梨 進口 ,106.7
114/11/01,G49 奇異果 進口 ,97.1
114/11/01,O9 梨 其他進口 ,81.5
114/11/01,S49 葡萄 無子進口 ,119.6
114/11/01,S9 葡萄 進口 ,202.3
114/11/01,W9 洋香瓜 進口 ,266.6
114/11/01,X39 蘋果 惠進口 ,40.7
114/11/01,X49 蘋果 金冠進口 ,104.3
114/11/01,X59 蘋果 紅玉進口 ,198.3
114/11/01,X69 蘋果 富士進口 ,68.9
114/11/01,Z39 柿子 柿餅進口 ,441.6
114/11/01,Z9 柿子 進口 ,325.5
114/11/02,469 藍莓 進口 ,120.1
114/11/02,919 其他 進口 ,200.0
114/11/02,C9 柑橘 進口 ,71.9
114/11/02,E9 甜橙 進口 ,28.3
114/11/02,G39 酪梨 進口 ,106.7
114/11/02,G49 奇異果 進口 ,81.9
114/11/02,N9 李 進口 ,80.0
114/11/02,O9 梨 其他進口 ,60.0
114/11/02,S49 葡萄 無子進口 ,106.9
114/11/02,S9 葡萄 進口 ,199.4
114/11/02,W9 洋香瓜 進口 ,60.9
114/11/02,X49 蘋果 金冠進口 ,106.7
114/11/02,X59 蘋果 紅玉進口 ,157.2
114/11/02,X69 蘋果 富士進口 ,58.5
114/11/02,Z39 柿子 柿餅進口 ,666.6
114/11/02,Z9 柿子 進口 ,316.3
114/11/04,459 草莓 進口 ,177.8
114/11/04,469 藍莓 進口 ,158.8
114/11/04,839 櫻桃 進口 ,359.8
114/11/04,849 石榴 進口 ,179.3
114/11/04,919 其他 進口 ,160.0
114/11/04,C9 柑橘 進口 ,46.6
114/11/04,E9 甜橙 進口 ,32.2
114/11/04,G39 酪梨 進口 ,92.9
114/11/04,G49 奇異果 進口 ,100.1
114/11/04,N9 李 進口 ,91.9
114/11/04,O9 梨 其他進口 ,59.4
114/11/04,S49 葡萄 無子進口 ,117.0
114/11/04,S9 葡萄 進口 ,202.3
114/11/04,W9 洋香瓜 進口 ,275.0
114/11/04,X49 蘋果 金冠進口 ,118.7
114/11/04,X59 蘋果 紅玉進口 ,166.8
114/11/04,X69 蘋果 富士進口 ,71.6
114/11/04,Z39 柿子 柿餅進口 ,666.7
114/11/04,Z9 柿子 進口 ,290.3
114/11/05,469 藍莓 進口 ,153.6
114/11/05,839 櫻桃 進口 ,406.4
114/11/05,919 其他 進口 ,266.7
114/11/05,C9 柑橘 進口 ,51.4
114/11/05,E9 甜橙 進口 ,25.9
114/11/05,G39 酪梨 進口 ,90.0
114/11/05,G49 奇異果 進口 ,90.3
114/11/05,O9 梨 其他進口 ,56.3
114/11/05,S49 葡萄 無子進口 ,102.1
114/11/05,S9 葡萄 進口 ,169.1
114/11/05,X49 蘋果 金冠進口 ,100.1
114/11/05,X59 蘋果 紅玉進口 ,165.7
114/11/05,X69 蘋果 富士進口 ,83.6
114/11/05,Z39 柿子 柿餅進口 ,886.3
114/11/05,Z9 柿子 進口 ,409.6
114/11/06,129 椰子 剝殼進口 ,50.0
114/11/06,469 藍莓 進口 ,138.8
114/11/06,839 櫻桃 進口 ,219.0
114/11/06,849 石榴 進口 ,200.0
114/11/06,919 其他 進口 ,200.0
114/11/06,C9 柑橘 進口 ,43.4
114/11/06,E9 甜橙 進口 ,82.2
114/11/06,G39 酪梨 進口 ,55.9
114/11/06,G49 奇異果 進口 ,108.2
114/11/06,O9 梨 其他進口 ,57.7
114/11/06,S49 葡萄 無子進口 ,107.7
114/11/06,S9 葡萄 進口 ,150.9
114/11/06,W9 洋香瓜 進口 ,286.4
114/11/06,X49 蘋果 金冠進口 ,93.3
114/11/06,X59 蘋果 紅玉進口 ,150.0
114/11/06,X69 蘋果 富士進口 ,48.2
114/11/06,Z39 柿子 柿餅進口 ,810.0
114/11/06,Z9 柿子 進口 ,476.1
114/11/07,129 椰子 剝殼進口 ,29.3
114/11/07,459 草莓 進口 ,177.8
114/11/07,469 藍莓 進口 ,127.2
114/11/07,839 櫻桃 進口 ,316.7
114/11/07,C9 柑橘 進口 ,51.6
114/11/07,E9 甜橙 進口 ,30.0
114/11/07,G39 酪梨 進口 ,63.3
114/11/07,G49 奇異果 進口 ,78.2
114/11/07,O9 梨 其他進口 ,49.8
114/11/07,S49 葡萄 無子進口 ,129.2
114/11/07,S9 葡萄 進口 ,142.2
114/11/07,X49 蘋果 金冠進口 ,137.3
114/11/07,X59 蘋果 紅玉進口 ,195.0
114/11/07,X69 蘋果 富士進口 ,87.9
114/11/07,Z39 柿子 柿餅進口 ,509.8
114/11/07,Z9 柿子 進口 ,407.6
114/11/08,129 椰子 剝殼進口 ,34.2
114/11/08,469 藍莓 進口 ,140.5
114/11/08,839 櫻桃 進口 ,246.3
114/11/08,849 石榴 進口 ,180.0
114/11/08,919 其他 進口 ,166.6
114/11/08,C9 柑橘 進口 ,65.9
114/11/08,E9 甜橙 進口 ,26.7
114/11/08,G39 酪梨 進口 ,48.0
114/11/08,G49 奇異果 進口 ,90.9
114/11/08,O9 梨 其他進口 ,57.8
114/11/08,S49 葡萄 無子進口 ,110.8
114/11/08,S9 葡萄 進口 ,189.0
114/11/08,X49 蘋果 金冠進口 ,108.4
114/11/08,X59 蘋果 紅玉進口 ,146.8
114/11/08,X69 蘋果 富士進口 ,84.0
114/11/08,Z39 柿子 柿餅進口 ,657.3
114/11/08,Z9 柿子 進口 ,330.5
114/11/09,129 椰子 剝殼進口 ,77.3
114/11/09,469 藍莓 進口 ,130.5
114/11/09,839 櫻桃 進口 ,295.9
114/11/09,849 石榴 進口 ,173.5
114/11/09,919 其他 進口 ,188.9
114/11/09,C9 柑橘 進口 ,37.7
114/11/09,E9 甜橙 進口 ,27.3
114/11/09,G39 酪梨 進口 ,106.7
114/11/09,G49 奇異果 進口 ,96.2
114/11/09,O9 梨 其他進口 ,87.7
114/11/09,S49 葡萄 無子進口 ,89.9
114/11/09,S9 葡萄 進口 ,194.9
114/11/09,W9 洋香瓜 進口 ,308.3
114/11/09,X49 蘋果 金冠進口 ,114.4
114/11/09,X59 蘋果 紅玉進口 ,160.9
114/11/09,X69 蘋果 富士進口 ,48.4
114/11/09,Z39 柿子 柿餅進口 ,704.1
114/11/09,Z9 柿子 進口 ,464.2
114/11/11,459 草莓 進口 ,177.8
114/11/11,469 藍莓 進口 ,142.7
114/11/11,839 櫻桃 進口 ,335.4
114/11/11,849 石榴 進口 ,190.0
114/11/11,919 其他 進口 ,181.0
114/11/11,C9 柑橘 進口 ,53.2
114/11/11,E9 甜橙 進口 ,37.7
114/11/11,G49 奇異果 進口 ,86.0
114/11/11,O9 梨 其他進口 ,50.1
114/11/11,S49 葡萄 無子進口 ,100.0
114/11/11,S9 葡萄 進口 ,175.9
114/11/11,W9 洋香瓜 進口 ,320.9
114/11/11,X49 蘋果 金冠進口 ,91.2
114/11/11,X59 蘋果 紅玉進口 ,220.8
114/11/11,X69 蘋果 富士進口 ,56.4
114/11/11,Z39 柿子 柿餅進口 ,500.0
114/11/11,Z9 柿子 進口 ,517.7
114/11/12,129 椰子 剝殼進口 ,46.6
114/11/12,469 藍莓 進口 ,53.9
114/11/12,839 櫻桃 進口 ,367.0
114/11/12,919 其他 進口 ,59.0
114/11/12,C9 柑橘 進口 ,151.5
114/11/12,E9 甜橙 進口 ,27.9
114/11/12,G39 酪梨 進口 ,88.5
114/11/12,G49 奇異果 進口 ,85.5
114/11/12,O9 梨 其他進口 ,59.3
114/11/12,S49 葡萄 無子進口 ,100.0
114/11/12,S9 葡萄 進口 ,183.9
114/11/12,X49 蘋果 金冠進口 ,121.8
114/11/12,X59 蘋果 紅玉進口 ,170.0
114/11/12,X69 蘋果 富士進口 ,50.0
114/11/12,Z39 柿子 柿餅進口 ,672.9
114/11/12,Z9 柿子 進口 ,306.8
114/11/14,129 椰子 剝殼進口 ,40.7
114/11/14,459 草莓 進口 ,177.8
114/11/14,469 藍莓 進口 ,184.2
114/11/14,839 櫻桃 進口 ,227.8
114/11/14,849 石榴 進口 ,200.0
114/11/14,859 榴槤 進口 ,100.0
114/11/14,919 其他 進口 ,162.2
114/11/14,C9 柑橘 進口 ,43.4
114/11/14,E9 甜橙 進口 ,33.5
114/11/14,G39 酪梨 進口 ,106.7
114/11/14,G49 奇異果 進口 ,92.2
114/11/14,O9 梨 其他進口 ,46.4
114/11/14,S49 葡萄 無子進口 ,100.0
114/11/14,S9 葡萄 進口 ,195.2
114/11/14,X49 蘋果 金冠進口 ,88.3
114/11/14,X59 蘋果 紅玉進口 ,221.4
114/11/14,X69 蘋果 富士進口 ,59.5
114/11/14,Z39 柿子 柿餅進口 ,640.0
114/11/14,Z9 柿子 進口 ,334.1
114/11/15,129 椰子 剝殼進口 ,39.5
114/11/15,469 藍莓 進口 ,144.8
114/11/15,839 櫻桃 進口 ,322.1
114/11/15,849 石榴 進口 ,150.0
114/11/15,859 榴槤 進口 ,120.0
114/11/15,919 其他 進口 ,165.9
114/11/15,C9 柑橘 進口 ,64.9
114/11/15,F9 雜柑 進口 ,511.1
114/11/15,G49 奇異果 進口 ,90.4
114/11/15,O9 梨 其他進口 ,55.0
114/11/15,S49 葡萄 無子進口 ,107.6
114/11/15,S9 葡萄 進口 ,187.1
114/11/15,W9 洋香瓜 進口 ,333.3
114/11/15,X49 蘋果 金冠進口 ,151.9
114/11/15,X59 蘋果 紅玉進口 ,183.3
114/11/15,X69 蘋果 富士進口 ,59.3
114/11/15,Z39 柿子 柿餅進口 ,583.8
114/11/15,Z9 柿子 進口 ,373.8
114/11/16,129 椰子 剝殼進口 ,75.0
114/11/16,469 藍莓 進口 ,162.0
114/11/16,839 櫻桃 進口 ,318.7
114/11/16,849 石榴 進口 ,150.0
114/11/16,919 其他 進口 ,200.0
114/11/16,C9 柑橘 進口 ,78.5
114/11/16,E9 甜橙 進口 ,22.5
114/11/16,F9 雜柑 進口 ,383.2
114/11/16,G49 奇異果 進口 ,85.3
114/11/16,O9 梨 其他進口 ,72.4
114/11/16,S49 葡萄 無子進口 ,116.7
114/11/16,S9 葡萄 進口 ,171.7
114/11/16,W9 洋香瓜 進口 ,325.0
114/11/16,X49 蘋果 金冠進口 ,77.3
114/11/16,X59 蘋果 紅玉進口 ,313.7
114/11/16,X69 蘋果 富士進口 ,50.5
114/11/16,Z39 柿子 柿餅進口 ,396.5
114/11/16,Z9 柿子 進口 ,312.4
114/11/18,129 椰子 剝殼進口 ,75.0
114/11/18,459 草莓 進口 ,177.8
114/11/18,469 藍莓 進口 ,141.7
114/11/18,839 櫻桃 進口 ,289.8
114/11/18,849 石榴 進口 ,132.3
114/11/18,919 其他 進口 ,193.3
114/11/18,C9 柑橘 進口 ,56.0
114/11/18,E9 甜橙 進口 ,70.3
114/11/18,F9 雜柑 進口 ,372.2
114/11/18,G49 奇異果 進口 ,90.6
