cid,tid,vid,號次,名字,政黨代號,性別,出生日期,年齡,出生地,學歷,現任,當選註記,副手,名稱,政黨名稱
10_014_00,10_014_00_090,10_014_00_090_0006,2,易作嘉,999,1,0500928,57,高雄市,高中,N,NA,NA,大王村,無黨籍及未經政黨推薦
10_014_00,10_014_00_090,10_014_00_090_0007,1,黃細坤,999,1,0410416,66,臺灣省,高中(職)以下,N,NA,NA,香蘭村,無黨籍及未經政黨推薦
10_014_00,10_014_00_090,10_014_00_090_0007,2,蕭惠明,999,1,0550824,52,臺灣省,高中,Y,*,NA,香蘭村,無黨籍及未經政黨推薦
10_014_00,10_014_00_090,10_014_00_090_0008,1,陳志偉,999,1,0691003,38,臺灣省,高中(職)以下,N,*,NA,金崙村,無黨籍及未經政黨推薦
10_014_00,10_014_00_090,10_014_00_090_0008,2,張惠,999,2,0520503,55,臺灣省,高中(職)以下,N,NA,NA,金崙村,無黨籍及未經政黨推薦
10_014_00,10_014_00_090,10_014_00_090_0008,3,陳李雲清,1,1,0501102,57,臺灣省,專科,Y,NA,NA,金崙村,中國國民黨
10_014_00,10_014_00_090,10_014_00_090_0008,4,白羣祥,999,1,0440611,63,臺灣省,高中,N,NA,NA,金崙村,無黨籍及未經政黨推薦
10_014_00,10_014_00_090,10_014_00_090_0009,1,古立勇,999,1,0470125,60,臺灣省,大學,Y,NA,NA,多良村,無黨籍及未經政黨推薦
10_014_00,10_014_00_090,10_014_00_090_0009,2,郭威坤,999,1,0611106,46,臺灣省,高中,N,*,NA,多良村,無黨籍及未經政黨推薦
10_014_00,10_014_00_100,10_014_00_100_0001,1,張德海,1,1,0470228,60,臺灣省,高中(職)以下,N,*,NA,大竹村,中國國民黨
10_014_00,10_014_00_100,10_014_00_100_0001,2,劉宗展,999,1,0650519,42,臺灣省,高中,N,NA,NA,大竹村,無黨籍及未經政黨推薦
10_014_00,10_014_00_100,10_014_00_100_0002,1,潘王順,1,1,0370210,70,臺灣省,專科,N,*,NA,大鳥村,中國國民黨
10_014_00,10_014_00_100,10_014_00_100_0002,2,陳定榮,999,1,0440302,63,臺灣省,高中(職)以下,N,NA,NA,大鳥村,無黨籍及未經政黨推薦
10_014_00,10_014_00_100,10_014_00_100_0002,3,王中山,999,1,0540704,53,臺灣省,專科,N,NA,NA,大鳥村,無黨籍及未經政黨推薦
10_014_00,10_014_00_100,10_014_00_100_0003,1,董炎輝,999,1,0370815,70,臺灣省,高中,Y,*,NA,大武村,無黨籍及未經政黨推薦
10_014_00,10_014_00_100,10_014_00_100_0004,1,李明燦,1,1,0501102,57,臺灣省,高中(職)以下,Y,*,NA,尚武村,中國國民黨
10_014_00,10_014_00_100,10_014_00_100_0005,1,王璽盛,999,1,0671026,40,臺灣省,高中,N,*,NA,南興村,無黨籍及未經政黨推薦
10_014_00,10_014_00_100,10_014_00_100_0005,2,林姚如,999,2,0540204,53,臺灣省,高中,Y,NA,NA,南興村,無黨籍及未經政黨推薦
10_014_00,10_014_00_110,10_014_00_110_0001,1,田亦生,1,1,0411222,65,臺灣省,高中,N,NA,NA,公舘村,中國國民黨
10_014_00,10_014_00_110,10_014_00_110_0001,2,王燕美,999,2,0550824,52,臺灣省,高中(職)以下,N,NA,NA,公舘村,無黨籍及未經政黨推薦
10_014_00,10_014_00_110,10_014_00_110_0001,3,王勝德,999,1,0550912,52,臺灣省,高中,Y,*,NA,公舘村,無黨籍及未經政黨推薦
10_014_00,10_014_00_110,10_014_00_110_0002,1,陳永興,999,1,0540301,53,臺灣省,高中(職)以下,Y,NA,NA,中寮村,無黨籍及未經政黨推薦
10_014_00,10_014_00_110,10_014_00_110_0002,2,蔡勝榮,999,1,0470824,60,臺灣省,高中(職)以下,N,*,NA,中寮村,無黨籍及未經政黨推薦
10_014_00,10_014_00_110,10_014_00_110_0003,1,蘇振茂,999,1,0511008,56,臺灣省,高中(職)以下,Y,*,NA,南寮村,無黨籍及未經政黨推薦
10_014_00,10_014_00_120,10_014_00_120_0001,1,余春梅,999,2,0500721,57,臺灣省,高中(職)以下,N,*,NA,廣原村,無黨籍及未經政黨推薦
10_014_00,10_014_00_120,10_014_00_120_0001,2,邱玉珍,1,2,0530929,54,臺灣省,專科,N,NA,NA,廣原村,中國國民黨
10_014_00,10_014_00_120,10_014_00_120_0002,1,余紹盛,999,1,0600810,47,臺灣省,高中,N,NA,NA,霧鹿村,無黨籍及未經政黨推薦
10_014_00,10_014_00_120,10_014_00_120_0002,2,邱永福,999,1,0490721,58,臺灣省,專科,Y,NA,NA,霧鹿村,無黨籍及未經政黨推薦
10_014_00,10_014_00_120,10_014_00_120_0002,3,余建華,999,1,0681217,38,臺灣省,高中,N,NA,NA,霧鹿村,無黨籍及未經政黨推薦
10_014_00,10_014_00_120,10_014_00_120_0002,4,古振英,999,2,0550927,52,臺灣省,高中(職)以下,N,*,NA,霧鹿村,無黨籍及未經政黨推薦
10_014_00,10_014_00_120,10_014_00_120_0003,1,古金福,999,1,0600222,47,臺灣省,專科,N,*,NA,利稻村,無黨籍及未經政黨推薦
10_014_00,10_014_00_120,10_014_00_120_0003,2,邱安成,999,1,0450120,62,臺灣省,高中(職)以下,N,NA,NA,利稻村,無黨籍及未經政黨推薦
10_014_00,10_014_00_120,10_014_00_120_0004,1,邱春龍,999,1,0650312,42,臺灣省,高中,N,*,NA,海端村,無黨籍及未經政黨推薦
10_014_00,10_014_00_120,10_014_00_120_0004,2,王如花,999,2,0520719,55,臺灣省,高中(職)以下,N,NA,NA,海端村,無黨籍及未經政黨推薦
10_014_00,10_014_00_120,10_014_00_120_0004,3,王永振,999,1,0571019,50,臺灣省,高中,N,NA,NA,海端村,無黨籍及未經政黨推薦
10_014_00,10_014_00_120,10_014_00_120_0005,1,黃貴德,1,1,0500830,57,臺灣省,高中,Y,*,NA,崁頂村,中國國民黨
10_014_00,10_014_00_120,10_014_00_120_0005,2,邱守常,999,1,0521030,55,臺灣省,大學,N,NA,NA,崁頂村,無黨籍及未經政黨推薦
10_014_00,10_014_00_120,10_014_00_120_0006,1,黃國雄,1,1,0551116,52,臺灣省,高中(職)以下,Y,*,NA,加拿村,中國國民黨
10_014_00,10_014_00_130,10_014_00_130_0001,1,胡淑嬌,999,2,0560819,51,臺灣省,高中(職)以下,Y,*,NA,武陵村,無黨籍及未經政黨推薦
10_014_00,10_014_00_130,10_014_00_130_0001,2,余文照,999,1,0540926,53,臺灣省,專科,N,NA,NA,武陵村,無黨籍及未經政黨推薦
10_014_00,10_014_00_130,10_014_00_130_0002,1,王秋雄,999,1,0530915,54,臺灣省,高中(職)以下,N,NA,NA,永康村,無黨籍及未經政黨推薦
10_014_00,10_014_00_130,10_014_00_130_0002,2,王自立,999,1,0601027,47,臺灣省,高中(職)以下,N,NA,NA,永康村,無黨籍及未經政黨推薦
10_014_00,10_014_00_130,10_014_00_130_0002,3,邱育南,999,1,0600626,47,臺灣省,大學,N,*,NA,永康村,無黨籍及未經政黨推薦
10_014_00,10_014_00_130,10_014_00_130_0003,1,江啓榮,999,1,0650926,42,臺灣省,高中,N,NA,NA,紅葉村,無黨籍及未經政黨推薦
10_014_00,10_014_00_130,10_014_00_130_0003,2,胡金生,999,1,0490510,58,臺灣省,高中(職)以下,N,NA,NA,紅葉村,無黨籍及未經政黨推薦
10_014_00,10_014_00_130,10_014_00_130_0003,3,胡永春,999,1,0500901,57,臺灣省,高中,N,NA,NA,紅葉村,無黨籍及未經政黨推薦
10_014_00,10_014_00_130,10_014_00_130_0003,4,邱朝榮,1,1,0380829,69,臺灣省,高中(職)以下,N,*,NA,紅葉村,中國國民黨
10_014_00,10_014_00_130,10_014_00_130_0004,1,胡金城,999,1,0371118,70,臺灣省,高中(職)以下,N,NA,NA,鸞山村,無黨籍及未經政黨推薦
10_014_00,10_014_00_130,10_014_00_130_0004,2,余効國,999,1,0480519,59,臺灣省,專科,N,NA,NA,鸞山村,無黨籍及未經政黨推薦
10_014_00,10_014_00_130,10_014_00_130_0004,3,鄭鏡峯,999,1,0580626,49,臺灣省,高中,N,*,NA,鸞山村,無黨籍及未經政黨推薦
10_014_00,10_014_00_130,10_014_00_130_0005,1,胡健文,999,1,0651113,42,臺灣省,高中,N,*,NA,桃源村,無黨籍及未經政黨推薦
10_014_00,10_014_00_130,10_014_00_130_0005,2,古梅玉,999,2,0530523,54,臺灣省,高中,Y,NA,NA,桃源村,無黨籍及未經政黨推薦
10_014_00,10_014_00_140,10_014_00_140_0001,1,吳新泰,999,1,0651106,42,臺灣省,高中,N,NA,NA,新興村,無黨籍及未經政黨推薦
10_014_00,10_014_00_140,10_014_00_140_0001,2,王大龍,999,1,0651127,41,臺灣省,高中,N,*,NA,新興村,無黨籍及未經政黨推薦
10_014_00,10_014_00_140,10_014_00_140_0002,1,高成良,1,1,0530624,54,臺灣省,專科,N,*,NA,正興村,中國國民黨
10_014_00,10_014_00_140,10_014_00_140_0002,2,陳進興,1,1,0420309,65,臺灣省,高中,Y,NA,NA,正興村,中國國民黨
10_014_00,10_014_00_140,10_014_00_140_0003,1,張金雄,999,1,0541022,53,臺灣省,高中(職)以下,N,NA,NA,嘉蘭村,無黨籍及未經政黨推薦
10_014_00,10_014_00_140,10_014_00_140_0003,2,莊福成,1,1,0470529,60,臺灣省,高中(職)以下,N,*,NA,嘉蘭村,中國國民黨
10_014_00,10_014_00_140,10_014_00_140_0004,1,杜健雄,999,1,0591029,48,臺灣省,專科,N,NA,NA,賓茂村,無黨籍及未經政黨推薦
10_014_00,10_014_00_140,10_014_00_140_0004,2,高永輝,1,1,0400416,67,臺灣省,高中(職)以下,Y,*,NA,賓茂村,中國國民黨
10_014_00,10_014_00_140,10_014_00_140_0005,1,羅忠輝,999,1,0590224,48,臺灣省,高中,N,*,NA,歷坵村,無黨籍及未經政黨推薦
10_014_00,10_014_00_140,10_014_00_140_0005,2,杜佩玉,999,2,0650805,42,臺灣省,專科,N,NA,NA,歷坵村,無黨籍及未經政黨推薦
10_014_00,10_014_00_150,10_014_00_150_0001,1,溫光林,999,1,0510628,56,臺灣省,高中(職)以下,Y,*,NA,台坂村,無黨籍及未經政黨推薦
10_014_00,10_014_00_150,10_014_00_150_0002,1,蔡淑珍,999,2,0600617,47,臺灣省,高中,N,NA,NA,土坂村,無黨籍及未經政黨推薦
10_014_00,10_014_00_150,10_014_00_150_0002,2,古勒勒‧給令 Kuljelje Giring,999,1,0650715,42,臺灣省,高中,N,NA,NA,土坂村,無黨籍及未經政黨推薦
10_014_00,10_014_00_150,10_014_00_150_0002,3,阮志陞,999,1,0711129,35,臺灣省,高中,N,*,NA,土坂村,無黨籍及未經政黨推薦
10_014_00,10_014_00_150,10_014_00_150_0003,1,邱嘉半,999,1,0380421,69,臺灣省,高中(職)以下,Y,*,NA,新化村,無黨籍及未經政黨推薦
10_014_00,10_014_00_150,10_014_00_150_0003,2,葉光明,999,1,0510710,56,臺灣省,高中,N,NA,NA,新化村,無黨籍及未經政黨推薦
10_014_00,10_014_00_150,10_014_00_150_0003,3,葉明福,999,1,0591108,48,臺灣省,大學,N,NA,NA,新化村,無黨籍及未經政黨推薦
10_014_00,10_014_00_150,10_014_00_150_0004,1,汪淑惠,999,2,0470703,60,臺灣省,高中(職)以下,Y,*,NA,安朔村,無黨籍及未經政黨推薦
10_014_00,10_014_00_150,10_014_00_150_0005,1,林正義,999,1,0380122,69,臺灣省,高中(職)以下,Y,NA,NA,森永村,無黨籍及未經政黨推薦
10_014_00,10_014_00_150,10_014_00_150_0005,2,陳楊正華,1,1,0580407,49,臺灣省,大學,N,*,NA,森永村,中國國民黨
10_014_00,10_014_00_150,10_014_00_150_0005,3,葛建宏,999,1,0610508,46,臺灣省,高中,N,NA,NA,森永村,無黨籍及未經政黨推薦
10_014_00,10_014_00_150,10_014_00_150_0006,1,楊陳田龍 Ljasapay wunay,1,1,0611226,45,臺灣省,高中,Y,NA,NA,南田村,中國國民黨
10_014_00,10_014_00_150,10_014_00_150_0006,2,高富源,999,1,0470127,60,臺灣省,高中(職)以下,N,*,NA,南田村,無黨籍及未經政黨推薦
10_014_00,10_014_00_160,10_014_00_160_0001,1,張進發,90,1,0611112,46,臺灣省,高中,N,*,NA,東清村,親民黨
10_014_00,10_014_00_160,10_014_00_160_0001,2,謝男海,999,1,0600813,47,臺灣省,高中,Y,NA,NA,東清村,無黨籍及未經政黨推薦
10_014_00,10_014_00_160,10_014_00_160_0002,1,李宇真,16,1,0551010,52,臺灣省,高中(職)以下,N,NA,NA,朗島村,民主進步黨
10_014_00,10_014_00_160,10_014_00_160_0002,2,施拉橫,999,1,0610726,46,臺灣省,高中,N,*,NA,朗島村,無黨籍及未經政黨推薦
10_014_00,10_014_00_160,10_014_00_160_0002,3,陳馬榮,999,1,0421221,64,臺灣省,高中(職)以下,N,NA,NA,朗島村,無黨籍及未經政黨推薦
10_014_00,10_014_00_160,10_014_00_160_0003,1,施露竹,999,1,0410610,66,臺灣省,高中(職)以下,N,NA,NA,紅頭村,無黨籍及未經政黨推薦
10_014_00,10_014_00_160,10_014_00_160_0003,2,蕭春祥,16,1,0650118,42,臺灣省,高中,N,NA,NA,紅頭村,民主進步黨
10_014_00,10_014_00_160,10_014_00_160_0003,3,周一光,999,1,0410120,66,臺灣省,高中(職)以下,N,NA,NA,紅頭村,無黨籍及未經政黨推薦
10_014_00,10_014_00_160,10_014_00_160_0003,4,朱生財,999,1,0600611,47,臺灣省,高中,N,*,NA,紅頭村,無黨籍及未經政黨推薦
10_014_00,10_014_00_160,10_014_00_160_0004,1,周鳳鳴,999,1,0511210,55,臺灣省,高中,N,*,NA,椰油村,無黨籍及未經政黨推薦
10_014_00,10_014_00_160,10_014_00_160_0004,2,夏曼馬呢熱,999,1,0591003,48,臺灣省,高中,Y,NA,NA,椰油村,無黨籍及未經政黨推薦
10_014_00,10_014_00_160,10_014_00_160_0004,3,張吉田,999,1,0480718,59,臺灣省,高中(職)以下,N,NA,NA,椰油村,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0002,1,陳清福,999,1,0451119,62,臺灣省,高中,N,NA,NA,復興里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0002,2,紀招治,1,2,0371103,70,臺灣省,高中(職)以下,Y,*,NA,復興里,中國國民黨
10_016_00,10_016_00_010,10_016_00_010_0003,1,呂美鳳,1,2,0461023,61,臺灣省,專科,Y,NA,NA,長安里,中國國民黨
10_016_00,10_016_00_010,10_016_00_010_0003,2,楊嘉鵬,999,1,0661125,40,臺灣省,大學,N,*,NA,長安里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0004,1,洪永德,999,1,0410113,66,臺灣省,專科,N,NA,NA,中央里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0004,2,項宗信,999,1,0290918,78,臺灣省,高中(職)以下,Y,*,NA,中央里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0004,3,洪文上,999,1,0470514,60,臺灣省,高中(職)以下,N,NA,NA,中央里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0005,1,謝宗輝,999,1,0371003,70,臺灣省,專科,Y,*,NA,啟明里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0005,2,王寶燦,999,1,0670808,40,臺灣省,高中,N,NA,NA,啟明里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0006,1,陳保棋,16,1,0710923,36,臺灣省,大學,N,NA,NA,重慶里,民主進步黨
10_016_00,10_016_00_010,10_016_00_010_0006,2,葉建祿,999,1,0251111,82,臺灣省,高中,Y,*,NA,重慶里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0007,1,黃永安,1,1,0560908,51,臺灣省,高中,Y,*,NA,中興里,中國國民黨
10_016_00,10_016_00_010,10_016_00_010_0008,1,黃敏惠,1,2,0460416,61,臺灣省,高中,Y,*,NA,光復里,中國國民黨
10_016_00,10_016_00_010,10_016_00_010_0008,2,王金琪,999,2,0561116,51,臺灣省,高中,N,NA,NA,光復里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0008,3,李潤民,999,1,0481104,59,臺灣省,專科,N,NA,NA,光復里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0009,1,劉重德,1,1,0440917,63,臺灣省,高中,Y,*,NA,光榮里,中國國民黨
10_016_00,10_016_00_010,10_016_00_010_0009,2,蔡文化,999,1,0430122,64,臺灣省,高中,N,NA,NA,光榮里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0010,1,陳黃淑媛,1,2,0350220,72,臺灣省,高中(職)以下,Y,*,NA,光明里,中國國民黨
10_016_00,10_016_00_010,10_016_00_010_0011,1,顏明清,999,1,0500121,57,臺灣省,專科,Y,*,NA,朝陽里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0011,2,葉清木,999,1,0321201,74,臺灣省,高中(職)以下,N,NA,NA,朝陽里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0012,1,黃信義,1,1,0330712,74,臺灣省,高中(職)以下,Y,*,NA,陽明里,中國國民黨
10_016_00,10_016_00_010,10_016_00_010_0013,1,陳天成,999,1,0391031,68,臺灣省,高中,Y,*,NA,重光里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0013,2,謝正成,999,1,0321003,75,臺灣省,高中(職)以下,N,NA,NA,重光里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0014,1,藍銘洲,999,1,0430523,64,臺灣省,高中,Y,*,NA,西衛里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0015,1,李石川,1,1,0320815,75,臺灣省,高中,N,NA,NA,西文里,中國國民黨
10_016_00,10_016_00_010,10_016_00_010_0015,2,吳見智,999,1,0540614,53,臺灣省,高中,N,NA,NA,西文里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0015,3,林見芳,999,1,0490610,58,臺灣省,高中,Y,*,NA,西文里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0016,1,李美珠,999,2,0470506,60,臺南市,高中(職)以下,N,NA,NA,東文里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0016,2,陳回築,999,1,0480820,59,臺灣省,高中,N,*,NA,東文里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0017,1,歐隨福,999,1,0371202,69,臺灣省,高中(職)以下,N,NA,NA,案山里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0017,2,薛益民,1,1,0520718,55,臺灣省,碩士,N,NA,NA,案山里,中國國民黨
10_016_00,10_016_00_010,10_016_00_010_0017,3,薛清宗,999,1,0550510,52,臺灣省,高中(職)以下,N,*,NA,案山里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0017,4,歐福明,999,1,0450508,62,臺灣省,高中(職)以下,N,NA,NA,案山里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0017,5,林本源,999,1,0460111,61,臺灣省,高中,N,NA,NA,案山里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0017,6,歐清永,999,1,0460913,61,臺灣省,高中(職)以下,N,NA,NA,案山里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0017,7,蔡德榮,1,1,0280419,79,臺灣省,高中(職)以下,Y,NA,NA,案山里,中國國民黨
10_016_00,10_016_00_010,10_016_00_010_0018,1,薛天生,999,1,0600808,47,臺灣省,高中,N,NA,NA,光華里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0018,2,蔡武智,999,1,0500705,57,臺灣省,高中(職)以下,Y,*,NA,光華里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0019,1,高清富,999,1,0451228,61,臺灣省,高中,N,NA,NA,前寮里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0019,2,陳有用,999,1,0280502,79,臺灣省,高中(職)以下,N,NA,NA,前寮里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0019,3,黃建祿,999,1,0410524,66,臺灣省,高中,Y,*,NA,前寮里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0020,1,莊博傑,1,1,0390828,68,臺灣省,高中(職)以下,Y,NA,NA,石泉里,中國國民黨
10_016_00,10_016_00_010,10_016_00_010_0020,2,陳克順,1,1,0270205,80,臺灣省,高中(職)以下,N,NA,NA,石泉里,中國國民黨
10_016_00,10_016_00_010,10_016_00_010_0020,3,陳召君,999,2,0530317,54,高雄市,高中,N,*,NA,石泉里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0021,1,黃文福,999,1,0611006,46,臺灣省,高中,N,NA,NA,菜園里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0021,2,黃文隆,999,1,0570518,50,臺灣省,大學,Y,*,NA,菜園里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0022,1,莊丁榜,999,1,0400830,67,臺灣省,高中(職)以下,Y,*,NA,東衛里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0022,2,蔡長興,999,1,0660121,41,臺灣省,專科,N,NA,NA,東衛里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0023,1,薛皓謙,999,1,0570420,50,臺灣省,大學,N,NA,NA,安宅里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0023,2,謝彥舜,16,1,0410522,66,臺灣省,高中(職)以下,N,NA,NA,安宅里,民主進步黨
10_016_00,10_016_00_010,10_016_00_010_0023,3,李蓮發,999,1,0480120,59,臺灣省,高中(職)以下,Y,*,NA,安宅里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0024,1,洪慶乾,999,1,0480124,59,臺灣省,高中,N,NA,NA,烏崁里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0024,2,許盛儀,999,1,0410203,66,臺灣省,高中,Y,NA,NA,烏崁里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0024,3,葉順圓,999,1,0411029,66,臺灣省,高中(職)以下,N,*,NA,烏崁里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0025,1,王太平,999,1,0531009,54,臺灣省,高中(職)以下,Y,*,NA,興仁里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0025,2,蔡志鍐,999,1,0511010,56,臺灣省,高中(職)以下,N,NA,NA,興仁里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0026,1,陳順志,999,1,0620526,45,臺灣省,高中,Y,*,NA,鐵線里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0026,2,許秀吉,999,1,0310801,76,臺灣省,高中,N,NA,NA,鐵線里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0027,1,陳建青,999,1,0520409,55,臺灣省,高中(職)以下,N,NA,NA,山水里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0027,2,陳八龍,999,1,0490706,58,臺灣省,高中,N,NA,NA,山水里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0027,3,陳長久,999,1,0380923,69,臺灣省,高中(職)以下,Y,*,NA,山水里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0028,1,陳清接,999,1,0511030,56,臺灣省,高中,Y,NA,NA,鎖港里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0028,2,翁明琪,999,1,0600531,47,臺灣省,高中(職)以下,N,NA,NA,鎖港里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0028,3,蔡成火,999,1,0460112,61,臺灣省,高中(職)以下,N,*,NA,鎖港里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0028,4,陳回白,999,1,0480716,59,臺灣省,高中(職)以下,N,NA,NA,鎖港里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0029,1,顏錦鸞,999,2,0570714,50,臺灣省,高中(職)以下,N,*,NA,五德里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0029,2,歐明善,999,1,0530530,54,臺灣省,高中(職)以下,Y,NA,NA,五德里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0030,1,蔡文凱,999,1,0540609,53,臺灣省,專科,N,NA,NA,井垵里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0030,2,陳冠霖,999,1,0700812,37,臺灣省,大學,Y,*,NA,井垵里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0030,3,歐文貴,999,1,0580827,49,臺灣省,高中,N,NA,NA,井垵里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0031,1,林献堂,999,1,0340414,73,臺灣省,高中(職)以下,Y,NA,NA,嵵裡里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0031,2,蔡武童,999,1,0581010,49,臺灣省,高中(職)以下,N,*,NA,嵵裡里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0032,1,顏永陸,999,1,0540920,53,臺灣省,高中,N,NA,NA,風櫃里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0032,2,洪有慶,999,1,0441020,63,臺灣省,高中(職)以下,Y,*,NA,風櫃里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0033,1,陳大川,999,1,0520601,55,臺灣省,高中(職)以下,Y,*,NA,虎井里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0034,1,蘇德成,999,1,0610805,46,臺灣省,高中(職)以下,Y,*,NA,桶盤里,無黨籍及未經政黨推薦
10_016_00,10_016_00_010,10_016_00_010_0034,2,蘇文弘,999,1,0500429,57,臺灣省,高中(職)以下,N,NA,NA,桶盤里,無黨籍及未經政黨推薦
10_016_00,10_016_00_020,10_016_00_020_0001,1,辛天澤,999,1,0551110,52,臺灣省,專科,N,*,NA,湖西村,無黨籍及未經政黨推薦
10_016_00,10_016_00_020,10_016_00_020_0001,2,辛禎文,999,1,0380220,69,臺灣省,高中(職)以下,N,NA,NA,湖西村,無黨籍及未經政黨推薦
10_016_00,10_016_00_020,10_016_00_020_0002,1,許政忠,999,1,0601118,47,臺灣省,專科,N,*,NA,湖東村,無黨籍及未經政黨推薦
10_016_00,10_016_00_020,10_016_00_020_0003,1,李順端,999,1,0481102,59,臺灣省,高中,Y,NA,NA,青螺村,無黨籍及未經政黨推薦
10_016_00,10_016_00_020,10_016_00_020_0003,2,李玉立,999,1,0481201,58,臺灣省,高中,N,*,NA,青螺村,無黨籍及未經政黨推薦
10_016_00,10_016_00_020,10_016_00_020_0004,1,許天奉,999,1,0480430,59,臺灣省,專科,N,*,NA,白坑村,無黨籍及未經政黨推薦
10_016_00,10_016_00_020,10_016_00_020_0004,2,謝憶萍,999,2,0361120,71,臺灣省,高中,N,NA,NA,白坑村,無黨籍及未經政黨推薦
10_016_00,10_016_00_020,10_016_00_020_0004,3,許王碧蓮,999,2,0451027,62,臺南市,高中(職)以下,N,NA,NA,白坑村,無黨籍及未經政黨推薦
10_016_00,10_016_00_020,10_016_00_020_0004,4,許添博,999,1,0480131,59,臺灣省,專科,N,NA,NA,白坑村,無黨籍及未經政黨推薦
